Model.Year	Mfr	Division	Car.line	Class	CityMPG	HighwayMPG	CombinedMPG	Displacement	Cylinders	Transmission	Gears	CityCO2	HwyCO2	CombCO2
2019	Honda	Honda	ODYSSEY FWD	"2-Wheel Drive, Front"	19	28	22	3.5	6	Auto(S9)	9	478	318	406
2019	Kia	KIA MOTORS CORPORATION	Sedona	"2-Wheel Drive, Front"	18	24	21	3.3	6	Auto(S8)	8	485	377	437
2019	Toyota	TOYOTA	SIENNA	"2-Wheel Drive, Front"	19	27	22	3.5	6	Auto(S8)	8	469	333	408
2019	Toyota	TOYOTA	SIENNA AWD	All Wheel Drive	18	24	20	3.5	6	Auto(S8)	8	504	364	441
2019	Honda	Acura	MDX FWD	"2-Wheel Drive, Front"	20	27	23	3.5	6	Auto(S9)	9	446	330	387
2019	Honda	Acura	RDX FWD	"2-Wheel Drive, Front"	22	28	24	2.0	4	Auto(S10)	10	399	314	370
2019	Honda	Acura	RDX FWD A-SPEC	"2-Wheel Drive, Front"	22	27	24	2.0	4	Auto(S10)	10	412	328	374
2019	FCA US LLC	ALFA ROMEO	Stelvio	"2-Wheel Drive, Rear"	22	29	25	2.0	4	Auto(A8)	8	404	305	359
2019	General Motors	Buick	ENCORE	"2-Wheel Drive, Front"	25	30	27	1.4	4	Auto(S6)	6	356	295	329
2019	General Motors	Buick	ENCORE	"2-Wheel Drive, Front"	26	31	28	1.4	4	Auto(S6)	6	337	282	312
2019	General Motors	Buick	ENVISION FWD	"2-Wheel Drive, Front"	22	29	25	2.5	4	Auto(A6)	6	402	306	359
2019	General Motors	Cadillac	XT4 FWD	"2-Wheel Drive, Front"	24	30	26	2.0	4	Auto(S9)	9	370	294	336
2019	General Motors	Cadillac	XT5	"2-Wheel Drive, Front"	19	26	22	3.6	6	Auto(S8)	8	459	339	405
2019	General Motors	Chevrolet	BLAZER FWD	"2-Wheel Drive, Front"	22	27	24	2.5	4	Auto(A9)	9	409	330	373
2019	General Motors	Chevrolet	BLAZER FWD	"2-Wheel Drive, Front"	20	26	22	3.6	6	Auto(A9)	9	456	342	405
2019	General Motors	Chevrolet	EQUINOX FWD	"2-Wheel Drive, Front"	26	32	28	1.5	4	Auto(A6)	6	347	277	315
2019	General Motors	Chevrolet	EQUINOX FWD	"2-Wheel Drive, Front"	28	39	32	1.6	4	Auto(A6)	6	370	260	321
2019	General Motors	Chevrolet	EQUINOX FWD	"2-Wheel Drive, Front"	22	29	25	2.0	4	Auto(A9)	9	396	306	350
2019	General Motors	Chevrolet	TRAX	"2-Wheel Drive, Front"	26	31	28	1.4	4	Auto(S6)	6	343	282	316
2019	FCA US LLC	Dodge	Journey	"2-Wheel Drive, Front"	19	25	21	2.4	4	Auto(A4)	4	478	349	420
2019	FCA US LLC	Dodge	Journey	"2-Wheel Drive, Front"	17	25	19	3.6	6	Auto(A6)	6	536	358	456
2019	Ford Motor Company	Ford	ECOSPORT FWD	"2-Wheel Drive, Front"	27	29	28	1.0	3	Auto(S6)	6	324	306	316
2019	Ford Motor Company	Ford	EDGE FWD	"2-Wheel Drive, Front"	22	29	25	2.0	4	Auto(S8)	8	409	301	360
2019	Ford Motor Company	Ford	ESCAPE FWD	"2-Wheel Drive, Front"	23	30	26	1.5	4	Auto(S6)	6	380	296	342
2019	Ford Motor Company	Ford	ESCAPE FWD	"2-Wheel Drive, Front"	22	29	25	2.0	4	Auto(S6)	6	404	305	360
2019	Ford Motor Company	Ford	ESCAPE FWD	"2-Wheel Drive, Front"	21	29	24	2.5	4	Auto(S6)	6	420	305	369
2019	Ford Motor Company	Ford	ESCAPE FWD FFV	"2-Wheel Drive, Front"	21	29	24	2.5	4	Auto(S6)	6	420	305	369
2019	General Motors	GMC	TERRAIN FWD	"2-Wheel Drive, Front"	26	30	28	1.5	4	Auto(A9)	9	341	295	317
2019	General Motors	GMC	TERRAIN FWD	"2-Wheel Drive, Front"	28	39	32	1.6	4	Auto(A6)	6	370	260	321
2019	General Motors	GMC	TERRAIN FWD	"2-Wheel Drive, Front"	22	28	24	2.0	4	Auto(A9)	9	396	317	369
2019	Honda	Honda	CR-V FWD	"2-Wheel Drive, Front"	28	34	30	1.5	4	Auto(AV)	1	316	262	292
2019	Honda	Honda	CR-V FWD	"2-Wheel Drive, Front"	26	32	28	2.4	4	Auto(AV)	1	344	272	312
2019	Honda	Honda	PASSPORT FWD	"2-Wheel Drive, Front"	20	25	22	3.5	6	Auto(S9)	9	453	352	407
2019	Honda	Honda	PILOT FWD	"2-Wheel Drive, Front"	19	27	22	3.5	6	Auto(A6)	6	466	329	405
2019	Honda	Honda	PILOT FWD	"2-Wheel Drive, Front"	20	27	23	3.5	6	Auto(S9)	9	439	325	388
2019	Hyundai	HYUNDAI MOTOR COMPANY	Kona FWD	"2-Wheel Drive, Front"	28	32	30	1.6	4	Auto(AM7)	7	325	277	303
2019	Hyundai	HYUNDAI MOTOR COMPANY	Kona FWD	"2-Wheel Drive, Front"	27	33	30	2.0	4	Auto(S6)	6	327	267	300
2019	Hyundai	HYUNDAI MOTOR COMPANY	Santa Fe FWD	"2-Wheel Drive, Front"	20	25	22	2.0	4	Auto(S8)	8	455	351	408
2019	Hyundai	HYUNDAI MOTOR COMPANY	Santa Fe FWD	"2-Wheel Drive, Front"	22	29	25	2.4	4	Auto(S8)	8	409	304	362
2019	Hyundai	HYUNDAI MOTOR COMPANY	Santa Fe XL FWD	"2-Wheel Drive, Front"	18	25	21	3.3	6	Auto(S6)	6	498	351	432
2019	Hyundai	HYUNDAI MOTOR COMPANY	Santa Fe XL Ultimate FWD	"2-Wheel Drive, Front"	18	23	20	3.3	6	Auto(S6)	6	510	384	453
2019	Hyundai	HYUNDAI MOTOR COMPANY	Tucson FWD	"2-Wheel Drive, Front"	23	30	26	2.0	4	Auto(S6)	6	383	303	347
2019	Hyundai	HYUNDAI MOTOR COMPANY	Tucson FWD	"2-Wheel Drive, Front"	22	28	25	2.4	4	Auto(S6)	6	404	317	365
2019	Nissan	INFINITI	QX50	"2-Wheel Drive, Front"	24	31	27	2.0	4	Auto(AV-S8)	8	374	289	336
2019	Nissan	INFINITI	QX60 FWD	"2-Wheel Drive, Front"	20	27	22	3.5	6	Auto(AV-S7)	7	453	333	399
2019	FCA US LLC	Jeep	Cherokee FWD	"2-Wheel Drive, Front"	23	31	26	2.0	4	Auto(A9)	9	393	287	345
2019	FCA US LLC	Jeep	Cherokee FWD	"2-Wheel Drive, Front"	22	31	25	2.4	4	Auto(A9)	9	407	284	352
2019	FCA US LLC	Jeep	Cherokee FWD	"2-Wheel Drive, Front"	20	29	23	3.2	6	Auto(A9)	9	451	309	387
2019	FCA US LLC	Jeep	Compass 4X2	"2-Wheel Drive, Front"	22	31	25	2.4	4	Auto(A6)	6	401	289	350
2019	FCA US LLC	Jeep	Compass 4X2	"2-Wheel Drive, Front"	23	32	26	2.4	4	Manual(M6)	6	391	276	339
2019	FCA US LLC	Jeep	Renegade 4x2	"2-Wheel Drive, Front"	24	32	27	1.3	4	Auto(A9)	9	369	278	328
2019	FCA US LLC	Jeep	Renegade 4x2	"2-Wheel Drive, Front"	22	30	25	2.4	4	Auto(A9)	9	408	295	357
2019	Kia	KIA MOTORS CORPORATION	Sorento FWD	"2-Wheel Drive, Front"	22	29	25	2.4	4	Auto(S6)	6	404	312	363
2019	Kia	KIA MOTORS CORPORATION	Sorento FWD	"2-Wheel Drive, Front"	19	26	22	3.3	6	Auto(S8)	8	472	348	416
2019	Kia	KIA MOTORS CORPORATION	Sportage FE FWD	"2-Wheel Drive, Front"	23	30	25	2.4	4	Auto(S6)	6	394	303	353
2019	Kia	KIA MOTORS CORPORATION	Sportage FWD	"2-Wheel Drive, Front"	21	26	23	2.0	4	Auto(S6)	6	431	344	392
2019	Kia	KIA MOTORS CORPORATION	Sportage FWD	"2-Wheel Drive, Front"	22	29	25	2.4	4	Auto(S6)	6	399	308	358
2019	Toyota	LEXUS	NX 300	"2-Wheel Drive, Front"	22	28	25	2.0	4	Auto(S6)	6	395	315	359
2019	Toyota	LEXUS	RX 350	"2-Wheel Drive, Front"	20	27	23	3.5	6	Auto(S8)	8	445	326	391
2019	Toyota	LEXUS	RX 350L	"2-Wheel Drive, Front"	19	26	22	3.5	6	Auto(S8)	8	461	342	407
2019	Ford Motor Company	Lincoln	MKC  FWD	"2-Wheel Drive, Front"	20	27	23	2.0	4	Auto(S6)	6	444	325	390
2019	Ford Motor Company	Lincoln	NAUTILUS FWD	"2-Wheel Drive, Front"	21	26	23	2.0	4	Auto(S8)	8	422	340	384
2019	Ford Motor Company	Lincoln	NAUTILUS FWD	"2-Wheel Drive, Front"	20	27	22	2.7	6	Auto(S8)	8	449	322	392
2019	MAZDA	MAZDA	CX-5 2WD	"2-Wheel Drive, Front"	28	31	29	2.2	4	Auto(S6)	6	360	333	348
2019	MAZDA	MAZDA	CX-5 2WD	"2-Wheel Drive, Front"	25	31	28	2.5	4	Auto(S6)	6	351	287	322
2019	MAZDA	MAZDA	CX-5 2WD	"2-Wheel Drive, Front"	23	28	25	2.5	4	Auto(S6)	6	389	313	355
2019	MAZDA	MAZDA	CX-9 2WD	"2-Wheel Drive, Front"	22	28	24	2.5	4	Auto(S6)	6	403	313	362
2019	Mercedes-Benz	Mercedes-Benz	GLA 250	"2-Wheel Drive, Front"	24	33	27	2.0	4	Auto(AM7)	7	368	267	322
2019	Mercedes-Benz	Mercedes-Benz	GLC 300	"2-Wheel Drive, Rear"	22	27	24	2.0	4	Auto(A9)	9	409	322	370
2019	Mitsubishi Motors Co	Mitsubishi Motors Corporation	ECLIPSE CROSS 2WD	"2-Wheel Drive, Front"	25	28	26	1.5	4	Auto(AV-S8)	8	353	314	338
2019	Mitsubishi Motors Co	Mitsubishi Motors Corporation	ECLIPSE CROSS ES 2WD	"2-Wheel Drive, Front"	26	29	27	1.5	4	Auto(AV-S8)	8	337	303	327
2019	Mitsubishi Motors Co	Mitsubishi Motors Corporation	OUTLANDER 2WD	"2-Wheel Drive, Front"	25	30	27	2.4	4	Auto(AV-S6)	6	352	295	326
2019	Mitsubishi Motors Co	Mitsubishi Motors Corporation	OUTLANDER SPORT 2WD	"2-Wheel Drive, Front"	24	30	27	2.0	4	Auto(AV-S6)	6	362	293	331
2019	Mitsubishi Motors Co	Mitsubishi Motors Corporation	OUTLANDER SPORT 2WD	"2-Wheel Drive, Front"	23	29	25	2.0	4	Manual(M5)	5	381	300	354
2019	Mitsubishi Motors Co	Mitsubishi Motors Corporation	OUTLANDER SPORT 2WD	"2-Wheel Drive, Front"	23	29	25	2.4	4	Auto(AV-S6)	6	386	302	354
2019	Nissan	NISSAN	PATHFINDER 2WD	"2-Wheel Drive, Front"	20	27	23	3.5	6	Auto(AV)	1	451	326	395
2019	Nissan	NISSAN	ROGUE FWD	"2-Wheel Drive, Front"	26	33	29	2.5	4	Auto(AV)	1	346	270	312
2019	Nissan	NISSAN	ROGUE FWD Hybrid	"2-Wheel Drive, Front"	33	35	34	2.0	4	Auto(AV-S7)	7	267	254	261
2019	Toyota	TOYOTA	HIGHLANDER	"2-Wheel Drive, Front"	20	24	22	2.7	4	Auto(S6)	6	438	370	407
2019	Toyota	TOYOTA	HIGHLANDER	"2-Wheel Drive, Front"	20	27	23	3.5	6	Auto(S8)	8	442	328	391
2019	Toyota	TOYOTA	HIGHLANDER LE/XLE/SE/LTD	"2-Wheel Drive, Front"	21	27	23	3.5	6	Auto(S8)	8	430	328	384
2019	Toyota	TOYOTA	RAV4	"2-Wheel Drive, Front"	26	35	30	2.5	4	Auto(S8)	8	340	255	302
2019	Volkswagen Group of	Volkswagen	Atlas	"2-Wheel Drive, Front"	20	26	22	2.0	4	Auto(S8)	8	437	343	394
2019	Volkswagen Group of	Volkswagen	Atlas	"2-Wheel Drive, Front"	17	24	19	3.6	6	Auto(S8)	8	522	371	454
2019	Volkswagen Group of	Volkswagen	Tiguan	"2-Wheel Drive, Front"	22	29	25	2.0	4	Auto(S8)	8	401	300	355
2019	Volvo	"Volvo Cars of North America, LLC"	XC40 FWD	"2-Wheel Drive, Front"	23	33	27	2.0	4	Auto(S8)	8	380	270	331
2019	Volvo	"Volvo Cars of North America, LLC"	XC60 FWD	"2-Wheel Drive, Front"	22	29	24	2.0	4	Auto(S8)	8	406	309	363
2019	Honda	Acura	MDX AWD	All Wheel Drive	26	27	27	3.0	6	Auto(AM-S7)	7	333	325	330
2019	Honda	Acura	MDX AWD	All Wheel Drive	19	26	22	3.5	6	Auto(S9)	9	456	340	404
2019	Honda	Acura	MDX AWD A-spec	All Wheel Drive	19	25	21	3.5	6	Auto(S9)	9	461	358	415
2019	Honda	Acura	RDX AWD	4-Wheel Drive	21	27	23	2.0	4	Auto(S10)	10	415	322	385
2019	Honda	Acura	RDX AWD A-SPEC	4-Wheel Drive	21	26	23	2.0	4	Auto(S10)	10	423	339	385
2019	FCA US LLC	ALFA ROMEO	Stelvio AWD	All Wheel Drive	22	28	24	2.0	4	Auto(A8)	8	407	311	364
2019	FCA US LLC	ALFA ROMEO	Stelvio AWD	All Wheel Drive	17	23	19	2.9	6	Auto(A8)	8	533	394	470
2019	Volkswagen Group of	Audi	Q3 quattro	All Wheel Drive	19	27	22	2.0	4	Auto(S8)	8	462	323	399
2019	Volkswagen Group of	Audi	Q5	All Wheel Drive	22	27	24	2.0	4	Auto(S7)	7	410	325	372
2019	Volkswagen Group of	Audi	SQ5	All Wheel Drive	19	24	21	3.0	6	Auto(S8)	8	481	378	434
2019	BMW	BMW	X3 M40i	All Wheel Drive	20	27	23	3.0	6	Auto(S8)	8	444	328	392
2019	BMW	BMW	X3 sDrive30i	"2-Wheel Drive, Rear"	23	30	26	2.0	4	Auto(S8)	8	386	292	344
2019	BMW	BMW	X3 xDrive30i	All Wheel Drive	22	29	25	2.0	4	Auto(S8)	8	407	302	360
2019	BMW	BMW	X4 M40i	All Wheel Drive	20	27	23	3.0	6	Auto(S8)	8	444	328	392
2019	BMW	BMW	X4 xDrive30i	All Wheel Drive	22	29	25	2.0	4	Auto(S8)	8	407	302	360
2019	General Motors	Buick	ENCORE AWD	All Wheel Drive	24	29	26	1.4	4	Auto(S6)	6	374	307	344
2019	General Motors	Buick	ENCORE AWD	All Wheel Drive	25	30	27	1.4	4	Auto(S6)	6	356	298	330
2019	General Motors	Buick	ENVISION AWD	All Wheel Drive	20	25	22	2.0	4	Auto(A9)	9	440	354	401
2019	General Motors	Buick	ENVISION AWD	All Wheel Drive	21	27	24	2.5	4	Auto(A6)	6	419	326	377
2019	General Motors	Cadillac	XT4 AWD	All Wheel Drive	22	29	24	2.0	4	Auto(S9)	9	412	308	365
2019	General Motors	Cadillac	XT5 AWD	All Wheel Drive	18	25	21	3.6	6	Auto(S8)	8	483	351	423
2019	General Motors	Chevrolet	BLAZER AWD	All Wheel Drive	18	25	21	3.6	6	Auto(A9)	9	481	360	426
2019	General Motors	Chevrolet	EQUINOX AWD	All Wheel Drive	25	30	27	1.5	4	Auto(A6)	6	363	299	334
2019	General Motors	Chevrolet	EQUINOX AWD	All Wheel Drive	28	38	32	1.6	4	Auto(A6)	6	363	265	319
2019	General Motors	Chevrolet	EQUINOX AWD	All Wheel Drive	22	28	24	2.0	4	Auto(A9)	9	412	312	367
2019	General Motors	Chevrolet	TRAX AWD	All Wheel Drive	24	29	26	1.4	4	Auto(S6)	6	374	307	344
2019	FCA US LLC	Dodge	Journey AWD	All Wheel Drive	16	24	19	3.6	6	Auto(A6)	6	547	377	470
2019	FCA US LLC	FIAT	500X AWD	All Wheel Drive	24	30	26	1.3	4	Auto(A9)	9	379	297	342
2019	Ford Motor Company	Ford	ECOSPORT AWD	All Wheel Drive	23	29	25	2.0	4	Auto(S6)	6	378	306	355
2019	Ford Motor Company	Ford	EDGE AWD	All Wheel Drive	21	28	23	2.0	4	Auto(S8)	8	430	311	377
2019	Ford Motor Company	Ford	EDGE AWD	All Wheel Drive	19	26	21	2.7	6	Auto(S8)	8	476	347	418
2019	Ford Motor Company	Ford	ESCAPE AWD	All Wheel Drive	22	28	24	1.5	4	Auto(S6)	6	411	317	370
2019	Ford Motor Company	Ford	ESCAPE AWD	All Wheel Drive	21	27	23	2.0	4	Auto(S6)	6	432	327	385
2019	General Motors	GMC	TERRAIN AWD	All Wheel Drive	24	28	26	1.5	4	Auto(A9)	9	362	310	339
2019	General Motors	GMC	TERRAIN AWD	All Wheel Drive	28	38	32	1.6	4	Auto(A6)	6	363	265	319
2019	General Motors	GMC	TERRAIN AWD	All Wheel Drive	21	26	23	2.0	4	Auto(A9)	9	423	341	386
2019	Honda	Honda	CR-V AWD	All Wheel Drive	27	33	29	1.5	4	Auto(AV)	1	328	271	302
2019	Honda	Honda	CR-V AWD	All Wheel Drive	25	31	27	2.4	4	Auto(AV)	1	359	289	328
2019	Honda	Honda	PASSPORT AWD	All Wheel Drive	19	24	21	3.5	6	Auto(S9)	9	474	370	427
2019	Honda	Honda	PILOT AWD	All Wheel Drive	18	26	21	3.5	6	Auto(A6)	6	486	341	421
2019	Honda	Honda	PILOT AWD	All Wheel Drive	19	26	22	3.5	6	Auto(S9)	9	464	339	408
2019	Hyundai	HYUNDAI MOTOR COMPANY	Kona AWD	All Wheel Drive	26	29	27	1.6	4	Auto(AM7)	7	342	302	324
2019	Hyundai	HYUNDAI MOTOR COMPANY	Kona AWD	All Wheel Drive	25	30	27	2.0	4	Auto(S6)	6	351	294	325
2019	Hyundai	HYUNDAI MOTOR COMPANY	Santa Fe AWD	All Wheel Drive	19	24	21	2.0	4	Auto(S8)	8	463	371	422
2019	Hyundai	HYUNDAI MOTOR COMPANY	Santa Fe AWD	All Wheel Drive	21	27	23	2.4	4	Auto(S8)	8	422	329	380
2019	Hyundai	HYUNDAI MOTOR COMPANY	Santa Fe XL AWD	All Wheel Drive	18	24	20	3.3	6	Auto(S6)	6	510	365	445
2019	Hyundai	HYUNDAI MOTOR COMPANY	Santa Fe XL Ultimate AWD	All Wheel Drive	17	22	19	3.3	6	Auto(S6)	6	536	408	479
2019	Hyundai	HYUNDAI MOTOR COMPANY	Tucson AWD	All Wheel Drive	22	25	23	2.0	4	Auto(S6)	6	411	353	385
2019	Hyundai	HYUNDAI MOTOR COMPANY	Tucson AWD	All Wheel Drive	21	26	23	2.4	4	Auto(S6)	6	421	348	388
2019	Nissan	INFINITI	QX50 AWD	All Wheel Drive	24	30	26	2.0	4	Auto(AV-S8)	8	378	294	340
2019	Nissan	INFINITI	QX60 AWD	All Wheel Drive	19	26	22	3.5	6	Auto(AV-S7)	7	467	340	410
2019	Jaguar Land Rover L	Jaguar	F-Pace	All Wheel Drive	26	33	29	2.0	4	Auto(S8)	8	385	311	352
2019	Jaguar Land Rover L	Jaguar	F-Pace	All Wheel Drive	22	27	24	2.0	4	Auto(S8)	8	392	333	365
2019	Jaguar Land Rover L	Jaguar	F-Pace	All Wheel Drive	18	23	20	3.0	6	Auto(S8)	8	502	377	446
2019	Jaguar Land Rover L	Jaguar	F-Pace	All Wheel Drive	16	21	18	5.0	8	Auto(S8)	8	549	414	488
2019	Jaguar Land Rover L	Jaguar	Jaguar E-Pace P250	All Wheel Drive	21	28	24	2.0	4	Auto(S9)	9	431	352	395
2019	Jaguar Land Rover L	Jaguar	Jaguar E-Pace P300	All Wheel Drive	21	27	23	2.0	4	Auto(S9)	9	424	325	379
2019	FCA US LLC	Jeep	Cherokee 4X4	All Wheel Drive	21	29	24	2.0	4	Auto(A9)	9	423	304	369
2019	FCA US LLC	Jeep	Cherokee 4X4	All Wheel Drive	21	29	24	2.4	4	Auto(A9)	9	422	306	370
2019	FCA US LLC	Jeep	Cherokee 4X4	All Wheel Drive	19	27	22	3.2	6	Auto(A9)	9	462	325	400
2019	FCA US LLC	Jeep	Cherokee 4x4 Active Drive II	4-Wheel Drive	20	27	23	2.0	4	Auto(A9)	9	437	325	387
2019	FCA US LLC	Jeep	Cherokee 4x4 Active Drive II	4-Wheel Drive	18	26	21	3.2	6	Auto(A9)	9	481	338	416
2019	FCA US LLC	Jeep	Cherokee Trailhawk 4X4	4-Wheel Drive	20	26	22	2.0	4	Auto(A9)	9	445	346	400
2019	FCA US LLC	Jeep	Cherokee Trailhawk 4X4	4-Wheel Drive	18	24	21	3.2	6	Auto(A9)	9	484	369	432
2019	FCA US LLC	Jeep	Compass 4X4	All Wheel Drive	22	30	25	2.4	4	Auto(A9)	9	409	295	358
2019	FCA US LLC	Jeep	Compass 4X4	All Wheel Drive	22	31	25	2.4	4	Manual(M6)	6	410	288	355
2019	FCA US LLC	Jeep	Renegade 4x4	All Wheel Drive	23	29	26	1.3	4	Auto(A9)	9	382	305	348
2019	FCA US LLC	Jeep	Renegade 4x4	All Wheel Drive	21	29	24	2.4	4	Auto(A9)	9	422	309	371
2019	FCA US LLC	Jeep	Renegade Trailhawk 4x4	All Wheel Drive	22	27	24	1.3	4	Auto(A9)	9	408	325	370
2019	FCA US LLC	Jeep	Wrangler 4X4	4-Wheel Drive	23	25	24	2.0	4	Auto(A8)	8	394	353	375
2019	FCA US LLC	Jeep	Wrangler 4X4	4-Wheel Drive	18	23	20	3.6	6	Auto(A8)	8	484	387	440
2019	FCA US LLC	Jeep	Wrangler 4X4	4-Wheel Drive	17	25	20	3.6	6	Manual(M6)	6	515	362	446
2019	FCA US LLC	Jeep	Wrangler Unlimited 4X4	4-Wheel Drive	22	24	22	2.0	4	Auto(A8)	8	409	375	394
2019	FCA US LLC	Jeep	Wrangler Unlimited 4X4	4-Wheel Drive	18	23	20	3.6	6	Auto(A8)	8	489	386	443
2019	FCA US LLC	Jeep	Wrangler Unlimited 4X4	4-Wheel Drive	17	23	19	3.6	6	Manual(M6)	6	522	382	459
2019	Kia	KIA MOTORS CORPORATION	Sorento AWD	All Wheel Drive	21	26	23	2.4	4	Auto(S6)	6	427	342	389
2019	Kia	KIA MOTORS CORPORATION	Sorento AWD	All Wheel Drive	19	24	21	3.3	6	Auto(S8)	8	475	372	428
2019	Kia	KIA MOTORS CORPORATION	Sportage AWD	All Wheel Drive	20	23	21	2.0	4	Auto(S6)	6	455	386	424
2019	Kia	KIA MOTORS CORPORATION	Sportage AWD	All Wheel Drive	21	25	23	2.4	4	Auto(S6)	6	427	359	397
2019	Kia	KIA MOTORS CORPORATION	Sportage FE AWD	All Wheel Drive	21	25	22	2.4	4	Auto(S6)	6	434	360	400
2019	Jaguar Land Rover L	Land Rover	Discovery Sport	All Wheel Drive	21	25	22	2.0	4	Auto(S9)	9	431	352	395
2019	Jaguar Land Rover L	Land Rover	Discovery Sport Si4	All Wheel Drive	20	25	22	2.0	4	Auto(S9)	9	442	352	402
2019	Jaguar Land Rover L	Land Rover	Range Rover Evoque 237HP	All Wheel Drive	22	29	25	2.0	4	Auto(S9)	9	411	301	362
2019	Jaguar Land Rover L	Land Rover	Range Rover Evoque 286HP	All Wheel Drive	21	29	24	2.0	4	Auto(S9)	9	431	311	377
2019	Jaguar Land Rover L	Land Rover	Range Rover Evoque Cabriolet	All Wheel Drive	21	29	24	2.0	4	Auto(S9)	9	421	310	371
2019	Jaguar Land Rover L	Land Rover	Range Rover Velar	All Wheel Drive	26	30	28	2.0	4	Auto(S8)	8	397	336	369
2019	Jaguar Land Rover L	Land Rover	Range Rover Velar	All Wheel Drive	21	27	23	2.0	4	Auto(S8)	8	424	335	384
2019	Jaguar Land Rover L	Land Rover	Range Rover Velar	All Wheel Drive	18	24	20	3.0	6	Auto(S8)	8	490	376	439
2019	Toyota	LEXUS	NX 300 AWD	All Wheel Drive	22	28	24	2.0	4	Auto(S6)	6	399	318	363
2019	Toyota	LEXUS	NX 300 AWD F SPORT	All Wheel Drive	22	27	24	2.0	4	Auto(S6)	6	407	334	374
2019	Toyota	LEXUS	NX 300h AWD	All Wheel Drive	33	30	31	2.5	4	Auto(AV-S6)	6	269	296	281
2019	Toyota	LEXUS	RX 350 AWD	All Wheel Drive	19	26	22	3.5	6	Auto(S8)	8	460	339	405
2019	Toyota	LEXUS	RX 350L AWD	All Wheel Drive	18	25	21	3.5	6	Auto(S8)	8	494	356	432
2019	Ford Motor Company	Lincoln	MKC  AWD	All Wheel Drive	19	25	22	2.0	4	Auto(S6)	6	461	352	412
2019	Ford Motor Company	Lincoln	MKC  AWD	All Wheel Drive	19	25	21	2.0	4	Auto(S6)	6	464	352	414
2019	Ford Motor Company	Lincoln	MKC  AWD	All Wheel Drive	18	25	20	2.3	4	Auto(S6)	6	502	361	438
2019	Ford Motor Company	Lincoln	NAUTILUS AWD	All Wheel Drive	20	25	22	2.0	4	Auto(S8)	8	441	354	402
2019	Ford Motor Company	Lincoln	NAUTILUS AWD	All Wheel Drive	19	26	21	2.7	6	Auto(S8)	8	476	347	418
2019	MAZDA	MAZDA	CX-5 4WD	4-Wheel Drive	27	30	28	2.2	4	Auto(S6)	6	384	343	365
2019	MAZDA	MAZDA	CX-5 4WD	4-Wheel Drive	24	30	26	2.5	4	Auto(S6)	6	367	296	335
2019	MAZDA	MAZDA	CX-5 4WD	4-Wheel Drive	22	27	24	2.5	4	Auto(S6)	6	406	326	370
2019	MAZDA	MAZDA	CX-9 4WD	4-Wheel Drive	20	26	23	2.5	4	Auto(S6)	6	435	338	391
2019	Mercedes-Benz	Mercedes-Benz	AMG GLC 43 4MATIC	4-Wheel Drive	19	25	21	3.0	6	Auto(A9)	9	464	355	415
2019	Mercedes-Benz	Mercedes-Benz	AMG GLC 43 4MATIC (coupe)	4-Wheel Drive	19	24	21	3.0	6	Auto(A9)	9	468	361	420
2019	Mercedes-Benz	Mercedes-Benz	AMG GLC 63 4MATIC	4-Wheel Drive	16	22	18	4.0	8	Auto(A9)	9	553	406	487
2019	Mercedes-Benz	Mercedes-Benz	AMG GLC 63 4MATIC (coupe)	4-Wheel Drive	16	22	18	4.0	8	Auto(A9)	9	541	401	478
2019	Mercedes-Benz	Mercedes-Benz	AMG GLC 63 S 4MATIC (coupe)	4-Wheel Drive	16	22	18	4.0	8	Auto(A9)	9	565	409	495
2019	Mercedes-Benz	Mercedes-Benz	GLA 250 4MATIC	Part-time 4-Wheel Drive	23	31	26	2.0	4	Auto(AM7)	7	377	287	337
2019	Mercedes-Benz	Mercedes-Benz	GLA 250 4MATIC	4-Wheel Drive	23	31	26	2.0	4	Auto(AM7)	7	377	287	337
2019	Mercedes-Benz	Mercedes-Benz	GLC 300 4MATIC	4-Wheel Drive	22	27	24	2.0	4	Auto(A9)	9	412	331	376
2019	Mercedes-Benz	Mercedes-Benz	GLC 300 4MATIC (Coupe)	4-Wheel Drive	21	27	23	2.0	4	Auto(A9)	9	423	335	383
2019	Mitsubishi Motors Co	Mitsubishi Motors Corporation	ECLIPSE CROSS 4WD	4-Wheel Drive	25	26	25	1.5	4	Auto(AV-S8)	8	360	332	347
2019	Mitsubishi Motors Co	Mitsubishi Motors Corporation	ECLIPSE CROSS ES 4WD	4-Wheel Drive	25	28	26	1.5	4	Auto(AV-S8)	8	353	318	337
2019	Mitsubishi Motors Co	Mitsubishi Motors Corporation	OUTLANDER 4WD	4-Wheel Drive	24	29	26	2.4	4	Auto(AV-S6)	6	371	305	341
2019	Mitsubishi Motors Co	Mitsubishi Motors Corporation	OUTLANDER 4WD	4-Wheel Drive	20	27	22	3.0	6	Auto(S6)	6	440	327	402
2019	Mitsubishi Motors Co	Mitsubishi Motors Corporation	OUTLANDER SPORT 4WD	4-Wheel Drive	23	29	26	2.0	4	Auto(AV-S6)	6	376	305	344
2019	Mitsubishi Motors Co	Mitsubishi Motors Corporation	OUTLANDER SPORT 4WD	4-Wheel Drive	23	28	25	2.4	4	Auto(AV-S6)	6	384	315	353
2019	Nissan	NISSAN	PATHFINDER 4WD	4-Wheel Drive	19	26	22	3.5	6	Auto(AV)	1	457	338	404
